time,engineLoad,coolantTemp,rpm,speed,intakeTemp,maf,throttlePos,timingAdvance,xG,yG,zG,orientation,gpsSpeed,gpsLat,gpsLon,gpsAlt,gpsClimb
14:46:48.368000,27.45098039215686,77,1066.0,0.0,39,9.37,0.0,-7.0,-0.12841796875,-0.21923828125,0.89990234375,5,0.022369363,36.587161667,-121.755071667,223.7,0.0
14:46:48.489177,27.45098039215686,77,1066.0,0.0,39,9.37,0.0,-7.0,-0.18603515625,-0.216796875,1.0009765625,5,0.0111846815,36.587161667,-121.755071667,223.7,0.0
14:46:48.594074,27.45098039215686,77,1066.0,0.0,39,9.37,0.0,-7.0,-0.1357421875,-0.1591796875,0.93505859375,5,0.0111846815,36.587161667,-121.755071667,223.7,0.0
14:46:48.700832,27.45098039215686,77,1066.0,0.0,38,9.37,0.0,-7.0,-0.130859375,-0.17529296875,0.984375,5,0.0111846815,36.587161667,-121.755071667,223.7,0.0
14:46:48.805693,27.45098039215686,77,1066.0,0.0,38,9.37,0.0,-7.0,-0.1337890625,-0.21630859375,0.96435546875,5,0.0111846815,36.587161667,-121.755071667,223.7,0.0
14:46:48.911100,27.45098039215686,77,1066.0,0.0,38,9.37,0.0,-7.0,-0.13525390625,-0.17333984375,0.98046875,5,0.0111846815,36.587161667,-121.755071667,223.7,0.0
14:46:49.015898,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.146484375,-0.224609375,0.93408203125,5,0.08052970679999999,36.587161667,-121.755071667,223.7,0.0
14:46:49.120949,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.1572265625,-0.1728515625,0.94873046875,5,0.0581603438,36.587161667,-121.755071667,223.7,0.0
14:46:49.227285,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.119140625,-0.21630859375,0.951171875,5,0.0,36.587161667,-121.755071667,223.7,0.0
14:46:49.332270,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.1787109375,-0.19580078125,0.96923828125,5,0.022369363,36.587161667,-121.755071667,223.7,0.0
14:46:49.437066,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.12939453125,-0.19189453125,0.93115234375,5,0.0,36.587161667,-121.755071667,223.7,0.0
14:46:49.542236,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.16259765625,-0.2060546875,0.96728515625,5,0.0111846815,36.587161667,-121.755071667,223.6,-0.22369363
14:46:49.647105,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.1767578125,-0.1435546875,1.0126953125,5,0.08052970679999999,36.587161667,-121.755071667,223.6,0.0
14:46:49.753705,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.1767578125,-0.2919921875,0.92138671875,5,0.0581603438,36.587161667,-121.755071667,223.6,0.0
14:46:49.858526,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.1865234375,-0.1337890625,1.017578125,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:49.963617,27.45098039215686,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.107421875,-0.1689453125,0.927734375,5,0.0335540445,36.587161667,-121.755071667,223.6,0.0
14:46:50.068327,32.15686274509804,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.18017578125,-0.27099609375,1.00634765625,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:46:50.172901,32.15686274509804,77,1061.0,0.0,38,9.37,0.0,-7.0,-0.07666015625,-0.109375,0.92822265625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:50.277892,32.15686274509804,77,1061.0,0.0,38,9.37,0.0,-9.0,-0.18798828125,-0.271484375,0.96630859375,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:46:50.382572,32.15686274509804,77,1061.0,0.0,38,9.37,0.0,-9.0,-0.15087890625,-0.2080078125,0.96923828125,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:50.488893,32.15686274509804,77,1061.0,0.0,38,9.37,0.0,-9.0,-0.1484375,-0.1806640625,0.9482421875,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:50.658557,32.15686274509804,77,1061.0,0.0,38,9.37,0.0,-9.0,-0.14794921875,-0.23681640625,0.95166015625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:51.625342,32.15686274509804,77,1033.0,0.0,37,10.69,0.0,-9.0,-0.1123046875,-0.1201171875,0.95556640625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:52.878585,35.68627450980392,76,1033.0,0.0,36,10.69,0.0,-10.0,-0.1640625,-0.2275390625,0.95751953125,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:53.652586,35.68627450980392,76,1075.0,0.0,36,10.76,0.0,-10.0,-0.1123046875,-0.18115234375,0.9853515625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:54.649477,32.94117647058823,75,1075.0,0.0,36,10.76,0.0,-9.5,-0.09228515625,-0.65966796875,0.93310546875,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:46:55.639339,32.94117647058823,75,1090.0,0.0,35,10.97,0.0,-9.5,-0.12158203125,-0.16357421875,0.98291015625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:56.636317,32.94117647058823,74,1090.0,0.0,35,10.97,0.0,-9.0,-0.162109375,-0.2451171875,0.947265625,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:46:57.862305,32.94117647058823,74,1074.0,0.0,35,10.9,0.0,-9.0,-0.1552734375,-0.216796875,0.94873046875,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:58.625010,33.72549019607843,74,1074.0,0.0,35,10.9,0.0,-9.0,-0.13916015625,-0.26416015625,0.9501953125,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:46:59.624619,33.72549019607843,73,1088.0,0.0,34,11.04,0.0,-9.0,-0.12109375,-0.2314453125,0.9501953125,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:00.674815,32.15686274509804,73,1088.0,0.0,34,11.04,0.0,-9.0,-0.15673828125,-0.201171875,0.951171875,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:01.717950,32.15686274509804,73,1087.0,0.0,34,10.97,0.0,-9.0,-0.12109375,-0.2529296875,0.94970703125,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:02.838700,32.94117647058823,73,1049.0,0.0,33,10.97,0.0,-9.0,-0.1484375,-0.2265625,0.98828125,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:47:03.678438,32.94117647058823,72,1049.0,0.0,33,11.11,0.0,-9.0,-0.1748046875,-0.23388671875,0.9521484375,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:47:04.676753,30.980392156862745,72,1049.0,0.0,33,11.11,0.0,-9.0,-0.09912109375,-0.1259765625,0.95654296875,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:05.667672,30.980392156862745,72,1050.0,0.0,33,10.06,0.0,-9.0,-0.13525390625,-0.22705078125,0.98388671875,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:06.648228,27.45098039215686,72,1050.0,0.0,33,10.06,0.0,-5.0,-0.13720703125,-0.1708984375,0.96728515625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:47:07.913971,21.176470588235293,72,1094.0,0.0,33,8.61,0.0,-5.0,-0.13720703125,-0.2548828125,0.947265625,5,0.0111846815,36.587161667,-121.755071667,223.6,0.0
14:47:08.711247,21.176470588235293,72,1160.0,0.0,33,8.61,0.0,-0.5,-0.18310546875,-0.205078125,0.9580078125,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:09.717194,23.137254901960784,72,1160.0,0.0,33,8.33,0.0,-0.5,-0.146484375,-0.240234375,0.9736328125,5,0.022369363,36.587161667,-121.755071667,223.6,0.0
14:47:10.656972,23.137254901960784,72,1124.0,0.0,33,8.33,0.0,0.0,-0.1435546875,-0.1806640625,0.9599609375,5,0.0335540445,36.58716,-121.755071667,223.6,0.0
14:47:11.665158,24.313725490196077,72,1124.0,0.0,33,8.33,0.0,0.0,-0.14404296875,-0.17626953125,0.97314453125,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:12.897795,24.313725490196077,72,1105.0,0.0,33,8.12,0.0,1.0,-0.1640625,-0.166015625,0.97412109375,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:13.720463,24.705882352941178,72,1105.0,0.0,33,8.12,0.0,1.0,-0.1396484375,-0.2109375,0.943359375,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:14.651653,24.705882352941178,72,1088.0,0.0,33,8.12,0.0,1.5,-0.15576171875,-0.15576171875,0.97265625,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:15.639092,23.137254901960784,73,1088.0,0.0,33,8.05,0.0,1.5,-0.13818359375,-0.19140625,0.96435546875,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:16.640786,23.137254901960784,73,1109.0,0.0,33,8.05,0.0,2.5,-0.1376953125,-0.16064453125,0.96240234375,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:17.843976,23.92156862745098,73,1109.0,0.0,33,7.77,0.0,3.5,-0.14599609375,-0.162109375,0.9658203125,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:18.621776,23.92156862745098,73,1084.0,0.0,33,7.77,0.0,3.5,-0.134765625,-0.22119140625,0.95947265625,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:19.626626,23.92156862745098,73,1084.0,0.0,33,7.56,0.0,3.5,-0.12939453125,-0.171875,0.95654296875,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:20.673853,23.92156862745098,73,1098.0,0.0,33,7.43,0.0,4.0,-0.13818359375,-0.20166015625,0.9814453125,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:21.721446,21.96078431372549,74,1098.0,0.0,33,7.43,0.0,5.0,-0.14013671875,-0.24365234375,0.9599609375,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:22.870565,21.96078431372549,74,1087.0,0.0,33,6.8,0.0,5.0,-0.1689453125,-0.22412109375,0.9599609375,5,0.0335540445,36.58716,-121.755071667,223.6,0.0
14:47:23.667401,21.176470588235293,74,1087.0,0.0,33,6.8,0.0,7.0,-0.1416015625,-0.201171875,0.96630859375,5,0.0335540445,36.58716,-121.755071667,223.6,0.0
14:47:24.693612,21.176470588235293,74,1091.0,0.0,33,6.73,0.0,7.0,-0.142578125,-0.1884765625,0.9541015625,5,0.0,36.58716,-121.755071667,223.6,0.0
14:47:25.719438,18.823529411764707,74,1091.0,0.0,33,6.73,0.0,10.0,-0.1455078125,-0.1376953125,0.9755859375,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:26.647982,18.823529411764707,74,1071.0,0.0,33,6.31,0.0,10.0,-0.134765625,-0.1484375,0.96044921875,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:27.844437,19.215686274509803,75,1071.0,0.0,33,6.31,0.0,13.0,-0.13916015625,-0.27734375,0.96337890625,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:28.701032,19.215686274509803,75,1087.0,0.0,33,6.04,0.0,13.0,-0.1328125,-0.2216796875,0.95654296875,5,0.022369363,36.58716,-121.755071667,223.6,0.0
14:47:29.702651,16.862745098039216,75,1087.0,0.0,33,6.04,0.0,21.5,-0.1396484375,-0.1298828125,0.95947265625,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
14:47:30.700465,16.862745098039216,75,1088.0,0.0,33,5.76,0.0,21.5,-0.1376953125,-0.1796875,0.96630859375,5,0.0111846815,36.58716,-121.755071667,223.6,0.0
